0.000000,2.615320,1.249924,-2.439658,0.968057,0.194337,-0.158427,0.203649,-0.240833,0.948961,0.146263,-0.950911,-0.272717,0.787656,0.126320,-0.003861,0.603015,0.013068,0.007610,-0.010759,0.002645,0.005876,-0.004803,0.158427,-0.948961,0.272717,0.000000,0.000000,0.000000,-1,0.158768,-0.943298,0.269623,0.014790,-0.092247,-0.006129,134.383011,207.273972,-796.434326,0,0
0.040000,2.614858,1.249385,-2.439027,0.967947,0.194573,-0.158810,0.204131,-0.241095,0.948791,0.146321,-0.950797,-0.273086,0.787738,0.126535,-0.003964,0.602861,0.019428,0.005483,-0.014014,-0.000042,0.005492,-0.003463,0.158810,-0.948791,0.273086,0.000000,0.000000,0.000000,-1,0.156372,-0.940002,0.270493,0.019036,-0.096490,-0.007220,134.383011,206.226257,-797.102356,0,0
0.080000,2.614775,1.248771,-2.438875,0.967866,0.194717,-0.159126,0.204544,-0.241508,0.948596,0.146277,-0.950662,-0.273576,0.787869,0.126690,-0.004077,0.602657,0.016238,0.001243,-0.012895,-0.003837,0.010700,-0.003053,0.159126,-0.948596,0.273576,0.000000,0.000000,0.000000,-1,0.152908,-0.934082,0.271805,0.009463,-0.097552,-0.008174,133.857391,206.051636,-797.603394,0,0
0.120000,2.615016,1.248276,-2.438931,0.967791,0.194951,-0.159296,0.204835,-0.241879,0.948439,0.146369,-0.950520,-0.274021,0.787986,0.126838,-0.004101,0.602472,-0.000759,0.002309,-0.010575,-0.005441,0.018767,-0.005741,0.159296,-0.948439,0.274021,0.000000,0.000000,0.000000,-1,0.154282,-0.932755,0.264572,-0.011782,-0.094365,-0.003699,134.383011,205.877014,-796.768311,0,0
0.160000,2.612553,1.249001,-2.436073,0.967669,0.195288,-0.159623,0.205079,-0.240769,0.948669,0.146831,-0.950733,-0.273034,0.787634,0.127079,-0.004060,0.602882,-0.013531,0.007606,-0.010457,0.001021,0.006454,-0.008965,0.159623,-0.948669,0.273034,0.000000,0.000000,0.000000,-1,0.162277,-0.945923,0.269943,-0.008607,-0.092251,-0.007999,134.558212,207.448593,-796.601318,0,0
0.200000,2.610972,1.248957,-2.434241,0.967539,0.195563,-0.160076,0.205547,-0.240424,0.948655,0.147036,-0.950764,-0.272817,0.787525,0.127332,-0.004140,0.602971,0.003460,0.006538,-0.013837,0.003117,0.002107,-0.002111,0.160076,-0.948655,0.272817,0.000000,0.000000,0.000000,-1,0.153870,-0.941711,0.268265,0.006273,-0.093312,-0.009221,135.083832,207.273972,-795.766357,0,0
0.240000,2.610597,1.248647,-2.433569,0.967422,0.195931,-0.160329,0.205915,-0.240522,0.948551,0.147288,-0.950663,-0.273032,0.787556,0.127561,-0.004140,0.602882,0.002405,0.000185,-0.009531,-0.007085,0.010074,-0.003684,0.160329,-0.948551,0.273032,0.000000,0.000000,0.000000,-1,0.153320,-0.937805,0.269348,-0.000082,-0.098602,-0.001682,135.259048,207.797836,-795.599365,0,0
0.280000,2.611033,1.248834,-2.433667,0.967404,0.196191,-0.160118,0.205761,-0.240395,0.948616,0.147618,-0.950642,-0.272928,0.787516,0.127601,-0.003968,0.602927,-0.002889,0.007617,-0.004173,-0.006401,0.009712,-0.007852,0.160118,-0.948616,0.272928,0.000000,0.000000,0.000000,-1,0.157639,-0.940430,0.272858,-0.002187,-0.091174,0.002563,132.806152,206.750107,-795.933350,0,0
0.320000,2.611394,1.248683,-2.433796,0.967361,0.196428,-0.160092,0.205823,-0.240530,0.948568,0.147819,-0.950558,-0.273109,0.787560,0.127689,-0.003896,0.602852,0.000309,0.005499,-0.003134,-0.000897,0.008642,-0.003700,0.160092,-0.948568,0.273109,0.000000,0.000000,0.000000,-1,0.162415,-0.936630,0.269135,0.003116,-0.097539,0.000406,134.383011,206.226257,-797.102356,0,0
0.360000,2.610132,1.248255,-2.432399,0.967228,0.196632,-0.160642,0.206423,-0.240550,0.948433,0.147849,-0.950511,-0.273256,0.787565,0.127943,-0.004061,0.602790,0.002401,0.002302,-0.011660,-0.000135,0.010231,-0.003710,0.160642,-0.948433,0.273256,0.000000,0.000000,0.000000,-1,0.156784,-0.936813,0.268341,0.004162,-0.098605,-0.003856,134.733429,207.273972,-796.434326,0,0
0.400000,2.609710,1.248047,-2.431832,0.967157,0.196804,-0.160858,0.206688,-0.240583,0.948367,0.147943,-0.950467,-0.273359,0.787575,0.128080,-0.004100,0.602747,0.000295,0.004430,-0.006326,-0.004409,0.014758,-0.005552,0.160858,-0.948367,0.273359,0.000000,0.000000,0.000000,-1,0.160339,-0.932068,0.269592,-0.003272,-0.094363,-0.002729,136.310287,206.750107,-797.603394,0,0
0.440000,2.608974,1.248009,-2.430904,0.967079,0.197007,-0.161077,0.206934,-0.240418,0.948355,0.148106,-0.950467,-0.273271,0.787523,0.128232,-0.004117,0.602783,-0.009271,0.004429,-0.006223,-0.000219,0.011832,-0.003572,0.161077,-0.948355,0.273271,0.000000,0.000000,0.000000,-1,0.165009,-0.943985,0.260406,-0.009647,-0.093301,-0.001600,135.259048,206.750107,-798.271362,0,0
0.480000,2.607113,1.248529,-2.428854,0.967006,0.197157,-0.161334,0.207105,-0.239621,0.948520,0.148348,-0.950637,-0.272547,0.787270,0.128374,-0.004124,0.603083,-0.007164,0.009723,-0.008398,0.004424,0.005085,-0.012365,0.161622,-0.948612,0.272055,0.000000,0.000000,0.000000,-1,0.166275,-0.938889,0.264771,-0.004332,-0.090122,-0.002737,134.558212,207.448593,-795.599365,0,0
0.520000,2.603884,1.248833,-2.425032,0.966764,0.197745,-0.162066,0.207829,-0.238610,0.948616,0.148913,-0.950769,-0.271777,0.786948,0.128844,-0.004178,0.603402,0.000268,0.013958,-0.004269,0.001753,0.006157,-0.007800,0.162066,-0.948616,0.271777,0.000000,0.000000,0.000000,-1,0.162094,-0.943832,0.266724,0.001005,-0.082694,0.001426,135.434250,206.575485,-796.768311,0,0
0.560000,2.604100,1.248776,-2.424767,0.966673,0.198214,-0.162035,0.207928,-0.238596,0.948598,0.149364,-0.950675,-0.271858,0.786944,0.129025,-0.004025,0.603369,0.003473,0.016083,-0.000060,0.001677,0.004323,-0.000725,0.162035,-0.948598,0.271858,0.000000,0.000000,0.000000,-1,0.159317,-0.937485,0.272308,0.006332,-0.089049,0.005651,134.908630,206.750107,-797.269348,0,0
0.600000,2.605108,1.248295,-2.425164,0.966549,0.198847,-0.161994,0.208133,-0.239022,0.948446,0.149876,-0.950436,-0.272413,0.787081,0.129269,-0.003849,0.603141,0.001355,0.015022,-0.000038,0.003991,0.013631,-0.001875,0.161994,-0.948446,0.272413,0.000000,0.000000,0.000000,-1,0.167648,-0.937851,0.272980,-0.002173,-0.083750,0.004657,134.558212,205.702393,-796.935364,0,0
